id,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,calculated_host_listings_count,availability_365
20382969,34385521,René,Friedrichshain-Kreuzberg,Frankfurter Allee Nord,52.521408,13.453777,Private room,0.000000,4,1,2,0
20671210,1210739,TRIO Apartment Hotel,Marzahn - Hellersdorf,Marzahn-Süd,52.518929,13.525894,Entire home/apt,0.000000,3,3,17,343
22739713,167202681,Raafat,Mitte,Moabit Ost,52.525639,13.367185,Private room,1.000000,1,87,1,5
2161434,8864348,Maria,Friedrichshain-Kreuzberg,Karl-Marx-Allee-Süd,52.513226,13.438203,Private room,8.000000,15,1,1,0
21911198,159867873,Dhia,Steglitz - Zehlendorf,Albrechtstr.,52.460239,13.333190,Shared room,8.000000,1,10,1,0
24452824,80898392,Paolo,Friedrichshain-Kreuzberg,Südliche Friedrichstadt,52.505836,13.395250,Private room,8.000000,1,35,4,0
265402,1391772,Sunflower Hostel,Friedrichshain-Kreuzberg,Karl-Marx-Allee-Süd,52.510643,13.445674,Shared room,9.000000,1,10,14,276
265416,1391772,Sunflower Hostel,Friedrichshain-Kreuzberg,Karl-Marx-Allee-Süd,52.509991,13.446542,Shared room,9.000000,1,58,14,319
265444,1391772,Sunflower Hostel,Friedrichshain-Kreuzberg,Karl-Marx-Allee-Süd,52.510445,13.445327,Shared room,9.000000,1,73,14,314
2382613,6417948,Rex,Steglitz - Zehlendorf,Teltower Damm,52.420811,13.233494,Private room,9.000000,54,5,1,0
3108686,1391772,Sunflower Hostel,Friedrichshain-Kreuzberg,Karl-Marx-Allee-Süd,52.509525,13.446431,Shared room,9.000000,1,20,14,312
3109139,1391772,Sunflower Hostel,Friedrichshain-Kreuzberg,Karl-Marx-Allee-Süd,52.510437,13.446958,Shared room,9.000000,1,44,14,310
10961123,56855980,Ann,Mitte,Brunnenstr. Nord,52.550385,13.384695,Private room,9.000000,7,1,1,0
17281529,62517389,Paul,Pankow,Prenzlauer Berg Südwest,52.537506,13.413592,Entire home/apt,9.000000,95,26,1,0
28665983,20779009,Seli,Mitte,Brunnenstr. Nord,52.544998,13.371609,Private room,9.000000,3,3,1,8
28996273,190098008,R.Cesar,Friedrichshain-Kreuzberg,Tempelhofer Vorstadt,52.494949,13.382766,Shared room,9.000000,7,2,2,148
29045424,190098008,R.Cesar,Friedrichshain-Kreuzberg,Tempelhofer Vorstadt,52.496559,13.380969,Shared room,9.000000,3,1,2,144
5350595,12646731,Rita,Friedrichshain-Kreuzberg,Frankfurter Allee Nord,52.516407,13.467660,Private room,10.000000,1,0,1,0
9160334,47684936,Louise,Pankow,Helmholtzplatz,52.543728,13.418942,Entire home/apt,10.000000,1,0,1,0
9964785,14943212,Hajo,Friedrichshain-Kreuzberg,Karl-Marx-Allee-Süd,52.515079,13.436863,Private room,10.000000,1,1,1,0
11474059,60371337,Patrick,Neukölln,Rixdorf,52.478394,13.448208,Private room,10.000000,1,1,1,0
13269263,74752664,Maru,Mitte,Parkviertel,52.547592,13.350430,Shared room,10.000000,2,6,1,0
16184180,105678463,Galo,Steglitz - Zehlendorf,Lankwitz,52.436615,13.345710,Private room,10.000000,14,0,1,0
17245968,88250254,Hannes,Mitte,Alexanderplatz,52.523098,13.393157,Private room,10.000000,10,0,1,0
18096813,124625390,Michael,Mitte,Tiergarten Süd,52.504063,13.346745,Private room,10.000000,1,0,1,0
21379756,154843007,Hanna,Friedrichshain-Kreuzberg,Frankfurter Allee Süd FK,52.498882,13.459279,Private room,10.000000,4,1,1,0
22480402,35651427,Daniele,Neukölln,Buckow,52.426144,13.406885,Entire home/apt,10.000000,30,3,1,99
23247865,173015724,Mateo,Tempelhof - Schöneberg,Schöneberg-Süd,52.489765,13.358777,Private room,10.000000,1,3,1,0
27708156,89597,Van Bo,Tempelhof - Schöneberg,Schöneberg-Nord,52.503536,13.346780,Private room,10.000000,5,1,3,223
29096509,102744742,Felix,Lichtenberg,Alt-Lichtenberg,52.513573,13.476752,Shared room,10.000000,1,4,2,20
10834879,46693909,Daniel,Neukölln,Reuterstraße,52.482059,13.437810,Private room,11.000000,1,1,1,0
11485590,5600476,Julia,Neukölln,Rixdorf,52.476532,13.446484,Private room,11.000000,1,0,1,0
21386363,32007041,Mahmoud,Neukölln,Schillerpromenade,52.482487,13.421910,Private room,11.000000,1,2,1,0
22242300,160281288,Muhammed,Lichtenberg,Frankfurter Allee Süd,52.511341,13.486208,Shared room,11.000000,1,26,2,35
2224714,11353108,Martin,Mitte,Brunnenstr. Nord,52.543652,13.375194,Private room,12.000000,2,120,1,6
9956966,19336587,Ayu,Pankow,Prenzlauer Berg Südwest,52.539986,13.415862,Shared room,12.000000,1,0,1,0
10932482,56679285,Sagar,Lichtenberg,Friedrichsfelde Süd,52.496330,13.509267,Private room,12.000000,7,0,1,0
11088514,11841571,Mike,Mitte,Moabit Ost,52.522522,13.345113,Private room,12.000000,60,7,1,282
11366265,50534425,Carolin,Friedrichshain-Kreuzberg,Frankfurter Allee Nord,52.515675,13.462746,Private room,12.000000,1,1,1,0
11631211,61629010,Kristof,Neukölln,Neuköllner Mitte/Zentrum,52.478619,13.436738,Private room,12.000000,2,0,1,0
15363343,9764235,Katrina,Lichtenberg,Alt-Lichtenberg,52.513187,13.483773,Private room,12.000000,1,4,1,0
15764629,101932877,Nizam,Spandau,Hakenfelde,52.564716,13.216285,Shared room,12.000000,1,2,1,0
16436355,32079227,Mahon,Friedrichshain-Kreuzberg,Frankfurter Allee Süd FK,52.513805,13.469859,Private room,12.000000,1,0,1,0
17474140,14092742,Alina,Friedrichshain-Kreuzberg,südliche Luisenstadt,52.497887,13.436774,Private room,12.000000,7,1,1,0
21955664,160281288,Muhammed,Lichtenberg,Frankfurter Allee Süd,52.510448,13.485381,Shared room,12.000000,1,9,2,35
22101742,2327731,Anna,Treptow - Köpenick,Grünau,52.425961,13.575772,Private room,12.000000,2,0,1,0
22182082,162056711,Hussain,Friedrichshain-Kreuzberg,Frankfurter Allee Süd FK,52.497643,13.464023,Shared room,12.000000,1,1,1,0
26630737,3363166,Paulina,Mitte,Osloer Straße,52.559608,13.373399,Shared room,12.000000,5,1,1,129
7935792,41846622,Javier,Neukölln,Neuköllner Mitte/Zentrum,52.465916,13.441221,Private room,13.000000,1,1,1,0
9569464,13628202,Oskar,Neukölln,Rixdorf,52.472214,13.444345,Private room,13.000000,1,14,1,0
11768062,51795383,Jana,Friedrichshain-Kreuzberg,Südliche Friedrichstadt,52.498806,13.414107,Private room,13.000000,4,9,1,0
13090845,48503030,Galuh,Mitte,Brunnenstr. Nord,52.542152,13.366666,Shared room,13.000000,2,18,1,0
14200405,86149098,Yvonne,Treptow - Köpenick,Köpenick-Nord,52.467682,13.589546,Private room,13.000000,7,1,1,0
15153401,8250486,Singer Hostel Berlin,Mitte,Alexanderplatz,52.516914,13.426024,Shared room,13.000000,1,59,43,74
20205566,125134689,Pulci,Neukölln,Rudow,52.429604,13.493254,Private room,13.000000,5,12,1,32
20585317,72431890,Vanessa,Mitte,Osloer Straße,52.563915,13.378948,Private room,13.000000,5,1,1,0
20633445,95574806,Claudia,Neukölln,Rixdorf,52.478683,13.446605,Private room,13.000000,2,0,1,0
20666566,108988707,Barei,Lichtenberg,Alt-Hohenschönhausen Süd,52.535023,13.505269,Private room,13.000000,1,0,2,0
20759181,107130180,Lisa,Mitte,Osloer Straße,52.558365,13.376628,Private room,13.000000,7,5,1,5
20958732,4416185,Philipp,Pankow,Weißensee,52.552830,13.451855,Private room,13.000000,2,7,1,0
21437361,155406724,Florian,Lichtenberg,Friedrichsfelde Süd,52.496235,13.522314,Private room,13.000000,5,0,1,0
21548334,156664043,Kim,Treptow - Köpenick,Alt  Treptow,52.491310,13.451851,Private room,13.000000,1,0,1,0
21990501,156580537,Laurette,Mitte,Osloer Straße,52.558155,13.379606,Private room,13.000000,5,1,1,0
22074705,105587747,Annette,Friedrichshain-Kreuzberg,Frankfurter Allee Süd FK,52.510983,13.473041,Private room,13.000000,2,1,1,56
22874941,143330597,Katja,Pankow,Prenzlauer Berg Süd,52.539131,13.426535,Private room,13.000000,3,0,1,0
27227889,205051811,David,Treptow - Köpenick,Dammvorstadt,52.456814,13.578815,Private room,13.000000,1,10,1,0
27384294,26294681,Abdelnasser,Reinickendorf,Ost 1,52.569778,13.379412,Private room,13.000000,5,0,1,206
6884248,999330,Josefine,Tempelhof - Schöneberg,Tempelhof,52.465748,13.376402,Private room,14.000000,1,26,4,0
7166585,37535540,Eva,Mitte,Moabit West,52.528057,13.316774,Private room,14.000000,3,17,1,0
7992227,12351621,Nanuk,Mitte,Moabit West,52.527275,13.334608,Private room,14.000000,14,6,3,0
8863438,45386071,Iris,Mitte,Moabit West,52.527302,13.331836,Private room,14.000000,14,0,1,0
9047612,19888788,Ulysse,Neukölln,Rixdorf,52.484627,13.447229,Private room,14.000000,5,2,1,0
11447127,50997131,Aisling,Pankow,Prenzlauer Berg Nordwest,52.546436,13.411204,Private room,14.000000,1,0,1,0
11820086,24194309,Lisa,Mitte,Moabit West,52.532246,13.331142,Private room,14.000000,10,0,1,0
11891301,55657247,Patrick,Mitte,Parkviertel,52.554863,13.341226,Private room,14.000000,1,50,1,361
12281381,49815862,Jacob,Lichtenberg,Alt-Hohenschönhausen Süd,52.535305,13.475581,Private room,14.000000,3,153,2,58
14546569,90017910,Mara,Pankow,Prenzlauer Berg Nord,52.551945,13.416164,Private room,14.000000,3,5,1,0
16154604,105437531,Kate,Lichtenberg,Alt-Lichtenberg,52.515282,13.488960,Private room,14.000000,15,11,2,0
17263261,25344663,Dennis,Neukölln,Neuköllner Mitte/Zentrum,52.471455,13.441383,Private room,14.000000,1,1,1,332
17324076,116940839,Linda,Mitte,Moabit Ost,52.530979,13.348618,Private room,14.000000,14,2,1,0
17478363,103331377,Renata,Lichtenberg,Alt-Lichtenberg,52.513264,13.482373,Private room,14.000000,15,6,1,102
18367909,72268035,Sergej,Lichtenberg,Neu Lichtenberg,52.510529,13.502880,Private room,14.000000,5,4,1,0
20083665,77203278,Ayla,Neukölln,Neuköllner Mitte/Zentrum,52.468472,13.444895,Private room,14.000000,4,1,2,0
20191545,143773893,Vinit,Lichtenberg,Alt-Lichtenberg,52.524712,13.513342,Private room,14.000000,2,4,1,0
20468302,124044901,Gabrielė,Neukölln,Rixdorf,52.478779,13.447933,Private room,14.000000,2,3,1,0
20547251,20396767,Neele,Mitte,Osloer Straße,52.565308,13.389208,Private room,14.000000,3,1,1,0
21819946,109995917,Inn-Berlin,Mitte,Osloer Straße,52.559898,13.386017,Shared room,14.000000,2,17,14,327
21844344,109995917,Inn-Berlin,Mitte,Osloer Straße,52.559902,13.386725,Shared room,14.000000,2,16,14,328
23321883,173675940,Cecilia,Neukölln,Neuköllner Mitte/Zentrum,52.476261,13.430801,Private room,14.000000,19,0,1,0
24008051,179664901,Stefan,Treptow - Köpenick,Oberschöneweide,52.458710,13.536874,Private room,14.000000,30,11,1,249
24353360,62606288,Jule,Treptow - Köpenick,Dammvorstadt,52.456120,13.578932,Entire home/apt,14.000000,17,0,1,0
27295377,203455753,Lan,Mitte,Wedding Zentrum,52.552563,13.379424,Shared room,14.000000,1,26,1,139
29254686,220393342,Doro,Neukölln,Schillerpromenade,52.467949,13.428118,Private room,14.000000,2,0,1,21
29562170,180242594,Antonin,Marzahn - Hellersdorf,Marzahn-Mitte,52.557568,13.560749,Private room,14.000000,1,0,1,67
1540436,3944944,Alba,Pankow,Prenzlauer Berg Nordwest,52.546635,13.408078,Private room,15.000000,15,16,1,126
2039611,10463112,Judith,Friedrichshain-Kreuzberg,südliche Luisenstadt,52.498329,13.439726,Private room,15.000000,6,5,1,0
3796880,19498962,Nina,Tempelhof - Schöneberg,Tempelhof,52.472221,13.365380,Private room,15.000000,10,2,1,0
4005077,20766230,Leander,Friedrichshain-Kreuzberg,Frankfurter Allee Süd FK,52.509258,13.461445,Entire home/apt,15.000000,7,1,2,0
6241797,32401760,Thomas,Neukölln,Rixdorf,52.480450,13.445224,Private room,15.000000,1,1,1,0
7168991,37549029,Karsten,Reinickendorf,Ost 1,52.562885,13.377429,Private room,15.000000,3,0,1,0
7303895,37763956,Julie,Pankow,Prenzlauer Berg Nordwest,52.553646,13.405544,Private room,15.000000,1,0,1,0
7367397,38603086,Gabor,Friedrichshain-Kreuzberg,Karl-Marx-Allee-Nord,52.520233,13.447789,Private room,15.000000,1,0,1,0
7409992,16395669,Stephan,Friedrichshain-Kreuzberg,Tempelhofer Vorstadt,52.492771,13.397055,Private room,15.000000,1,1,1,0
7552367,39583135,Oscar,Neukölln,Reuterstraße,52.484035,13.430783,Private room,15.000000,3,2,2,0
7934070,12690712,Nina,Mitte,Osloer Straße,52.555328,13.386412,Private room,15.000000,7,4,1,0
8186629,43185034,Helen,Steglitz - Zehlendorf,Albrechtstr.,52.464077,13.330576,Private room,15.000000,2,1,1,0
8301757,43771477,Andrea,Neukölln,Schillerpromenade,52.473923,13.424479,Private room,15.000000,2,1,1,0
8405757,952386,Lennart,Pankow,Prenzlauer Berg Nord,52.544022,13.434604,Private room,15.000000,2,1,1,0
8547488,43613615,Asselya,Mitte,Parkviertel,52.542847,13.348213,Private room,15.000000,5,0,1,0
9746139,50260808,Katharina,Mitte,Wedding Zentrum,52.540226,13.356062,Private room,15.000000,5,1,1,0
10114694,51906445,Lukas,Pankow,Prenzlauer Berg Nordwest,52.552322,13.400685,Private room,15.000000,3,4,1,0
10447308,53822044,Kevin,Mitte,Wedding Zentrum,52.551842,13.376518,Private room,15.000000,8,0,1,0
10485991,54053245,Julius,Charlottenburg-Wilm.,Schloß Charlottenburg,52.515450,13.291323,Private room,15.000000,2,21,1,0
10517224,54224455,NoName,Neukölln,Reuterstraße,52.483387,13.440490,Private room,15.000000,1,1,1,0
10843226,56161136,Laura,Friedrichshain-Kreuzberg,südliche Luisenstadt,52.493004,13.438790,Private room,15.000000,1,1,1,0
10989650,57021007,Busch,Mitte,Osloer Straße,52.559845,13.381001,Entire home/apt,15.000000,2,0,1,0
11218840,33583073,Ralph,Lichtenberg,Neu Lichtenberg,52.502594,13.490570,Private room,15.000000,3,0,2,0
11224659,58491623,Carl,Reinickendorf,Ost 1,52.575012,13.361999,Private room,15.000000,2,0,1,0
11248481,58681712,Louis,Mitte,Alexanderplatz,52.511696,13.416332,Private room,15.000000,1,0,1,0
11309581,59133457,Jannika,Neukölln,Reuterstraße,52.482544,13.436309,Private room,15.000000,1,0,1,0
11325310,33149863,Jromir,Neukölln,Britz,52.462948,13.439230,Private room,15.000000,14,0,1,0
11431356,59878861,Max,Neukölln,Reuterstraße,52.488998,13.430849,Private room,15.000000,1,0,1,0
11448121,60186517,Wasiq,Lichtenberg,Karlshorst,52.492161,13.530382,Private room,15.000000,1,0,1,0
11551857,37127222,Marie,Mitte,Moabit Ost,52.533337,13.350235,Private room,15.000000,15,0,1,0
11560790,5431061,Jasmin,Neukölln,Rixdorf,52.482376,13.453855,Private room,15.000000,1,1,1,0
11670888,61963951,Antoine,Mitte,Wedding Zentrum,52.555237,13.378633,Private room,15.000000,6,6,1,0
12047275,64084146,Violetta,Mitte,Parkviertel,52.555645,13.348737,Private room,15.000000,1,1,1,0
12159543,38895068,Rene,Marzahn - Hellersdorf,Marzahn-Mitte,52.555595,13.578250,Private room,15.000000,3,18,1,160
12165273,25746966,Maxie,Neukölln,Reuterstraße,52.484772,13.435942,Private room,15.000000,20,1,1,0
12266236,32115967,Tina,Tempelhof - Schöneberg,Schöneberg-Nord,52.494949,13.364045,Private room,15.000000,2,0,1,0
13402870,16163899,Hans,Mitte,Wedding Zentrum,52.554768,13.379678,Private room,15.000000,1,4,1,0
14179056,85881540,Sarah,Pankow,Weißensee,52.548840,13.458574,Private room,15.000000,14,0,1,0
14581425,2048299,Guy,Tempelhof - Schöneberg,Tempelhof,52.481571,13.374549,Private room,15.000000,5,2,1,0
16238572,106145463,Ayaha,Friedrichshain-Kreuzberg,nördliche Luisenstadt,52.501427,13.423726,Private room,15.000000,3,1,1,0
16639428,109945345,Haroon,Lichtenberg,Friedrichsfelde Süd,52.491093,13.510234,Shared room,15.000000,1,10,1,0
17248509,116231095,Max,Pankow,Prenzlauer Berg Ost,52.535671,13.439772,Private room,15.000000,14,0,1,0
17296192,20810801,Lise,Mitte,Parkviertel,52.548615,13.352669,Private room,15.000000,7,0,1,0
17384386,87426181,Euan,Lichtenberg,Neu Lichtenberg,52.503777,13.472885,Private room,15.000000,3,0,1,0
18605976,59624172,Anna,Neukölln,Rixdorf,52.478466,13.447865,Private room,15.000000,1,15,1,163
18630307,7495619,Rose,Treptow - Köpenick,Oberschöneweide,52.462097,13.522039,Private room,15.000000,2,15,2,0
18744124,130393107,Sven,Treptow - Köpenick,Baumschulenweg,52.468895,13.492938,Private room,15.000000,1,0,1,0
18769541,130606116,Sandra,Neukölln,Rixdorf,52.478504,13.450796,Private room,15.000000,3,1,1,0
18883832,75762814,Luise,Neukölln,Reuterstraße,52.483322,13.434694,Private room,15.000000,1,3,1,0
20071123,92834289,Tata,Mitte,Parkviertel,52.546577,13.349546,Shared room,15.000000,1,0,1,0
20080653,142755415,Ia,Mitte,Osloer Straße,52.560936,13.383104,Private room,15.000000,5,3,2,0
20303019,18109264,Robin,Charlottenburg-Wilm.,Westend,52.518608,13.278613,Private room,15.000000,5,1,1,0
20474373,36428210,Mats,Treptow - Köpenick,Plänterwald,52.488308,13.461164,Private room,15.000000,3,1,1,0
20929477,59612353,Sven,Treptow - Köpenick,Baumschulenweg,52.469234,13.491830,Private room,15.000000,1,68,1,32
20944010,150595694,Christina,Neukölln,Schillerpromenade,52.478996,13.421355,Private room,15.000000,5,1,1,0
20952026,5266706,Jan,Tempelhof - Schöneberg,Tempelhof,52.462189,13.404586,Private room,15.000000,2,3,3,0
21172270,152843202,Frank,Charlottenburg-Wilm.,Neue Kantstraße,52.506485,13.302066,Private room,15.000000,4,0,1,0
21695285,54869094,Irving,Lichtenberg,Alt-Hohenschönhausen Süd,52.537609,13.477968,Private room,15.000000,30,3,1,0
21770085,21148290,Akosua,Mitte,Parkviertel,52.552769,13.341578,Private room,15.000000,7,5,1,0
21776287,97762279,Georg,Neukölln,Gropiusstadt,52.423931,13.457992,Shared room,15.000000,2,0,1,0
22118984,149151975,Rita,Steglitz - Zehlendorf,Zehlendorf  Südwest,52.429749,13.218498,Private room,15.000000,3,0,1,0
22174646,161984695,Sven,Friedrichshain-Kreuzberg,Südliche Friedrichstadt,52.497490,13.418003,Private room,15.000000,2,2,1,0
22203325,67060786,Javier,Mitte,Osloer Straße,52.563309,13.387956,Private room,15.000000,6,0,1,0
22257525,99737092,Esa,Neukölln,Schillerpromenade,52.469616,13.422508,Private room,15.000000,14,0,1,0
22265499,131673209,Chunmei,Steglitz - Zehlendorf,Drakestr.,52.420773,13.296397,Private room,15.000000,1,1,1,0
22435764,149386594,Sonja,Friedrichshain-Kreuzberg,Frankfurter Allee Nord,52.514477,13.473544,Private room,15.000000,3,4,1,0
22670560,28237929,Judith Vera,Friedrichshain-Kreuzberg,Tempelhofer Vorstadt,52.486931,13.392179,Private room,15.000000,14,2,1,0
22697789,146446470,Nadine,Marzahn - Hellersdorf,Marzahn-Mitte,52.555515,13.573832,Private room,15.000000,1,13,2,251
22923857,158812300,Nora,Tempelhof - Schöneberg,Tempelhof,52.461666,13.379031,Private room,15.000000,3,3,1,4
22952790,39942125,Alina,Mitte,Osloer Straße,52.553120,13.388720,Private room,15.000000,14,0,1,0
23021607,170805616,Thien,Charlottenburg-Wilm.,Neue Kantstraße,52.504772,13.297573,Private room,15.000000,5,1,1,0
23074815,171315686,Marco,Neukölln,Reuterstraße,52.486481,13.445864,Private room,15.000000,1,14,1,350
23164038,5683838,Miho,Mitte,Osloer Straße,52.555931,13.392262,Shared room,15.000000,1,1,1,0
23185585,26510320,Monika,Neukölln,Reuterstraße,52.493168,13.422732,Private room,15.000000,21,0,1,37
23411937,24089562,Ivy,Friedrichshain-Kreuzberg,Frankfurter Allee Süd FK,52.512936,13.458563,Shared room,15.000000,1,34,1,3
23474140,95763494,Bernard,Marzahn - Hellersdorf,Hellersdorf-Süd,52.530651,13.598329,Private room,15.000000,2,0,2,0
23763058,178237556,Kira,Pankow,Prenzlauer Berg Nord,52.548035,13.434175,Private room,15.000000,1,2,1,0
24039534,163838136,Jörg,Pankow,Buchholz,52.605999,13.423288,Private room,15.000000,2,7,2,0
24168977,1193282,Erin,Neukölln,Schillerpromenade,52.465065,13.428826,Private room,15.000000,3,0,1,0
24473769,147762706,Anton,Mitte,Wedding Zentrum,52.548203,13.363164,Private room,15.000000,4,4,1,0
27226133,192439967,Tan,Friedrichshain-Kreuzberg,Karl-Marx-Allee-Süd,52.514496,13.438907,Private room,15.000000,30,1,1,122
27449527,17394372,Laura,Friedrichshain-Kreuzberg,Frankfurter Allee Süd FK,52.510914,13.461966,Private room,15.000000,5,5,1,0
27574269,63465473,Seb,Mitte,Osloer Straße,52.562431,13.393996,Private room,15.000000,5,0,1,0
29308089,5677022,Michael,Pankow,Prenzlauer Berg Nordwest,52.552223,13.412969,Private room,15.000000,1,3,2,103
29355403,221150356,Andrea,Neukölln,Britz,52.445793,13.452250,Shared room,15.000000,1,0,1,1
3496921,17606822,Janis,Mitte,Parkviertel,52.554169,13.343625,Private room,16.000000,14,0,2,0
3789586,19450434,Max,Friedrichshain-Kreuzberg,südliche Luisenstadt,52.500790,13.445633,Private room,16.000000,4,13,1,0
6779944,21519837,Svenja,Friedrichshain-Kreuzberg,Frankfurter Allee Nord,52.514614,13.470487,Private room,16.000000,20,2,1,0
7595499,39830360,NoName,Neukölln,Neuköllner Mitte/Zentrum,52.479404,13.436420,Private room,16.000000,1,0,1,0
7600397,39856088,Juliane,Pankow,Pankow Süd,52.557903,13.425936,Private room,16.000000,1,26,1,84
8044239,7492959,Alisa,Mitte,Parkviertel,52.555370,13.342718,Private room,16.000000,1,1,2,0
8048096,7652272,Arnold,Friedrichshain-Kreuzberg,Frankfurter Allee Süd FK,52.507915,13.466243,Private room,16.000000,1,1,1,0
9808877,29397887,Ruben,Neukölln,Rixdorf,52.484955,13.450393,Private room,16.000000,4,3,1,159
9871753,50800966,Corentine,Pankow,Weißensee Ost,52.558083,13.476284,Private room,16.000000,1,4,1,0
11097987,34574520,Marie,Tempelhof - Schöneberg,Friedenau,52.465172,13.343737,Private room,16.000000,1,0,1,0
11493192,60515051,Malte,Neukölln,Neuköllner Mitte/Zentrum,52.469910,13.430852,Private room,16.000000,5,2,1,0
11974939,8792609,Christian,Mitte,Parkviertel,52.547722,13.348538,Private room,16.000000,1,1,3,0
12999578,35293424,Henrike,Mitte,Osloer Straße,52.559387,13.387173,Private room,16.000000,3,5,1,0
13648303,2271635,Milos,Lichtenberg,Frankfurter Allee Süd,52.511314,13.489643,Private room,16.000000,1,2,1,0
14007310,83724182,Dorian,Lichtenberg,Neu Lichtenberg,52.510227,13.501505,Private room,16.000000,1,0,1,0
14242909,84089104,Philipp,Tempelhof - Schöneberg,Schöneberg-Süd,52.479553,13.351181,Private room,16.000000,5,0,1,0
16268078,5571142,Lena,Mitte,Brunnenstr. Süd,52.534325,13.406973,Private room,16.000000,4,19,1,0
16484565,12817769,Liza,Pankow,Prenzlauer Berg Nordwest,52.551144,13.413576,Private room,16.000000,2,1,1,0
16695520,110576146,Marcel,Mitte,Brunnenstr. Süd,52.536308,13.398597,Private room,16.000000,1,118,1,13
18144691,52147903,Ngoc Anh,Lichtenberg,Friedrichsfelde Nord,52.512154,13.502266,Private room,16.000000,7,5,3,0
18175517,70628860,Mabyn,Mitte,Brunnenstr. Nord,52.546810,13.377287,Private room,16.000000,4,3,1,0
19727777,112822501,Paco,Neukölln,Rixdorf,52.472065,13.454010,Private room,16.000000,13,3,1,0
21689190,88469582,Berit,Marzahn - Hellersdorf,Marzahn-Süd,52.544342,13.565707,Shared room,16.000000,1,35,1,5
21864782,53211747,Alejandro,Pankow,Schönholz/Wilhelmsruh/Rosenthal,52.575100,13.379410,Shared room,16.000000,5,25,1,0
22880434,134836153,Louisa,Tempelhof - Schöneberg,Schöneberg-Nord,52.494183,13.352915,Private room,16.000000,2,1,1,0
22935490,151917905,Martin,Mitte,Regierungsviertel,52.510887,13.394513,Private room,16.000000,4,14,2,0
23514739,175598133,Romi,Mitte,Brunnenstr. Nord,52.547958,13.381783,Private room,16.000000,3,1,1,0
27700221,142755415,Ia,Mitte,Osloer Straße,52.560555,13.383018,Private room,16.000000,2,0,2,0
1564806,8250486,Singer Hostel Berlin,Mitte,Alexanderplatz,52.516140,13.424853,Shared room,17.000000,1,126,43,248
7161705,10793975,Saskia,Neukölln,Reuterstraße,52.485092,13.435685,Private room,17.000000,3,28,2,0
7465583,39054776,Pohl,Mitte,Tiergarten Süd,52.499184,13.368848,Private room,17.000000,1,0,3,0
7644720,40113735,Katrin,Mitte,Moabit West,52.530678,13.326818,Private room,17.000000,1,0,1,0
7876871,33411241,Tamas,Neukölln,Rixdorf,52.470509,13.447840,Private room,17.000000,10,0,1,0
7959031,41976147,Luciana,Friedrichshain-Kreuzberg,nördliche Luisenstadt,52.504021,13.425586,Shared room,17.000000,7,0,1,0
8122032,42890789,Trajan,Treptow - Köpenick,Alt  Treptow,52.488613,13.444656,Private room,17.000000,2,20,1,0
8696900,45659067,Max,Lichtenberg,Alt-Lichtenberg,52.511890,13.490407,Private room,17.000000,1,0,1,0
8949831,46778937,Rémi,Mitte,Osloer Straße,52.555214,13.386642,Private room,17.000000,1,1,1,0
9365797,26351045,Tom,Lichtenberg,Friedrichsfelde Nord,52.511284,13.504691,Private room,17.000000,10,0,1,0
9609423,49721186,Christian,Neukölln,Rixdorf,52.473724,13.453302,Private room,17.000000,1,0,1,0
9931136,41123257,Charlotte,Friedrichshain-Kreuzberg,nördliche Luisenstadt,52.498840,13.421938,Private room,17.000000,9,4,1,0
10953087,27690356,Clément,Neukölln,Rixdorf,52.482586,13.444041,Private room,17.000000,4,13,2,0
11076688,29730306,Eva,Friedrichshain-Kreuzberg,südliche Luisenstadt,52.496162,13.441913,Private room,17.000000,10,1,2,0
12639377,2455803,Jill,Mitte,Parkviertel,52.545216,13.348878,Shared room,17.000000,7,1,2,0
13131402,71442210,Illés,Reinickendorf,Ost 1,52.568615,13.366867,Private room,17.000000,6,2,1,0
15135449,8250486,Singer Hostel Berlin,Mitte,Alexanderplatz,52.516186,13.425059,Shared room,17.000000,1,64,43,90
15562054,100212942,Hostel'O Berlin,Mitte,Osloer Straße,52.550270,13.391924,Shared room,17.000000,1,21,5,173
15656376,100212942,Hostel'O Berlin,Mitte,Osloer Straße,52.550556,13.392913,Shared room,17.000000,1,15,5,166
16218289,10176639,Julio,Mitte,Osloer Straße,52.552101,13.388270,Private room,17.000000,14,1,1,36
17041545,59518142,Max,Neukölln,Neuköllner Mitte/Zentrum,52.470051,13.431150,Private room,17.000000,27,2,1,0
17227881,116030782,Jessica,Pankow,Blankenfelde/Niederschönhausen,52.576416,13.398582,Private room,17.000000,1,8,1,94
17277529,2889461,Mariusz,Neukölln,Neuköllner Mitte/Zentrum,52.479736,13.426326,Private room,17.000000,4,21,1,2
17376924,8815433,Julian,Friedrichshain-Kreuzberg,Frankfurter Allee Süd FK,52.500454,13.467319,Private room,17.000000,3,45,1,0
17829196,38265499,Janina,Friedrichshain-Kreuzberg,Frankfurter Allee Nord,52.518185,13.467539,Private room,17.000000,1,6,1,0
18151305,98194385,NoName,Mitte,Parkviertel,52.553066,13.356045,Private room,17.000000,1,5,1,0
18171166,73899679,Son,Mitte,Parkviertel,52.545898,13.344456,Entire home/apt,17.000000,10,0,2,0
