id,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,calculated_host_listings_count,availability_365
19144759,133854933,Martin,Mitte,Moabit West,52.527855,13.332750,Private room,40.000000,1,9,1,9
19166318,133979084,Sophia,Neukölln,Rixdorf,52.472809,13.450360,Entire home/apt,40.000000,3,17,1,5
19197162,8428677,Faran,Neukölln,Rixdorf,52.485344,13.446106,Entire home/apt,40.000000,2,2,3,0
19239318,2542395,Marie,Neukölln,Reuterstraße,52.485073,13.431165,Private room,40.000000,2,11,1,35
19267130,76340603,Rolf & Francois,Mitte,Alexanderplatz,52.516224,13.419320,Private room,40.000000,3,31,2,242
19287958,21719222,Anna,Neukölln,Neuköllner Mitte/Zentrum,52.470219,13.441239,Private room,40.000000,3,1,1,53
19291388,33803398,Claudine,Friedrichshain-Kreuzberg,Frankfurter Allee Süd FK,52.508278,13.456988,Private room,40.000000,3,2,2,0
19329807,135402210,Hanna,Neukölln,Reuterstraße,52.493401,13.425519,Private room,40.000000,1,0,1,0
19337320,129440086,Friederieke,Neukölln,Reuterstraße,52.486004,13.438846,Entire home/apt,40.000000,4,0,1,0
19355556,14214168,Nicole,Pankow,Pankow Süd,52.567463,13.416824,Entire home/apt,40.000000,3,3,1,60
19361066,34212299,Lucas,Mitte,Moabit West,52.523945,13.338040,Private room,40.000000,2,6,1,0
19471361,62315759,Kilian,Mitte,Moabit West,52.525604,13.334159,Private room,40.000000,4,4,1,59
19522026,72630691,Philipp,Tempelhof - Schöneberg,Schöneberg-Nord,52.494514,13.366274,Private room,40.000000,1,55,1,75
19537042,8472177,Ira,Friedrichshain-Kreuzberg,nördliche Luisenstadt,52.497871,13.419491,Private room,40.000000,5,3,1,9
19578030,137609668,Matthias,Neukölln,Rixdorf,52.482971,13.444166,Entire home/apt,40.000000,3,4,1,0
19604924,53025541,Jeannine,Lichtenberg,Friedrichsfelde Nord,52.502136,13.524613,Private room,40.000000,2,23,1,22
19687623,14051272,Jens,Pankow,Helmholtzplatz,52.541241,13.422802,Entire home/apt,40.000000,1,0,1,0
19724052,73473313,Mara,Mitte,Moabit Ost,52.534409,13.358795,Private room,40.000000,3,0,1,0
19744206,3332617,Jacob,Pankow,Pankow Zentrum,52.573624,13.411547,Entire home/apt,40.000000,4,4,1,129
19747672,139289486,Janne,Friedrichshain-Kreuzberg,Frankfurter Allee Süd FK,52.511158,13.456980,Private room,40.000000,2,3,1,0
19756891,62217463,Ahmed,Pankow,Prenzlauer Berg Südwest,52.539402,13.411168,Private room,40.000000,2,11,1,35
19819711,30518151,Joachim P,Charlottenburg-Wilm.,Neue Kantstraße,52.504635,13.296780,Private room,40.000000,3,7,7,52
19868563,9139510,Gudrun,Mitte,Brunnenstr. Süd,52.533901,13.397865,Private room,40.000000,3,1,1,0
20032325,142273017,Chris,Mitte,Brunnenstr. Süd,52.527885,13.388618,Private room,40.000000,1,2,2,0
20042340,24080199,Lena,Friedrichshain-Kreuzberg,Tempelhofer Vorstadt,52.494247,13.395535,Private room,40.000000,1,5,1,27
20079870,1868304,Juliette,Neukölln,Reuterstraße,52.493359,13.423144,Private room,40.000000,4,5,1,0
20127301,1240004,Georg,Friedrichshain-Kreuzberg,Frankfurter Allee Süd FK,52.501209,13.465886,Entire home/apt,40.000000,90,1,2,220
20136114,36158287,Anna,Mitte,Moabit Ost,52.530113,13.363872,Private room,40.000000,3,0,1,0
20165145,49150822,Antonia,Neukölln,Neuköllner Mitte/Zentrum,52.469746,13.431393,Private room,40.000000,1,5,1,0
20206299,80511759,Till,Mitte,Moabit West,52.525677,13.333175,Entire home/apt,40.000000,14,2,1,0
20211909,25988430,Shabnam,Friedrichshain-Kreuzberg,Südliche Friedrichstadt,52.500202,13.386793,Private room,40.000000,3,2,3,0
20247571,139605037,Marc Andre,Neukölln,Neuköllner Mitte/Zentrum,52.481686,13.433163,Private room,40.000000,3,9,1,0
20313865,21044870,Rainer,Neukölln,Reuterstraße,52.487972,13.441168,Entire home/apt,40.000000,2,7,1,0
20337063,9647094,Charlotte,Friedrichshain-Kreuzberg,Frankfurter Allee Süd FK,52.507992,13.468072,Private room,40.000000,3,1,1,0
20347627,47010115,Alex,Friedrichshain-Kreuzberg,Frankfurter Allee Süd FK,52.511139,13.455129,Private room,40.000000,2,3,2,0
20376282,14536019,Naagma,Neukölln,Reuterstraße,52.485634,13.426888,Private room,40.000000,4,6,1,32
20399038,12297070,Paula,Pankow,Prenzlauer Berg Nordwest,52.551243,13.403842,Private room,40.000000,1,6,2,0
20400894,125017374,Michel,Lichtenberg,Friedrichsfelde Süd,52.500999,13.506642,Entire home/apt,40.000000,1,3,1,0
20498924,146344539,Rosa,Mitte,Alexanderplatz,52.525570,13.410006,Private room,40.000000,1,9,2,64
20508256,21346093,Nikolai,Neukölln,Neuköllner Mitte/Zentrum,52.481976,13.431840,Private room,40.000000,2,4,1,0
20566232,10503361,Konstantin,Friedrichshain-Kreuzberg,Tempelhofer Vorstadt,52.491402,13.418811,Private room,40.000000,2,6,1,0
20597910,26968079,Fabian,Mitte,Moabit West,52.524776,13.330384,Entire home/apt,40.000000,3,1,1,0
20598100,4383764,Daisy,Neukölln,Rixdorf,52.471825,13.449715,Private room,40.000000,2,1,1,0
20644549,51744892,Georg,Neukölln,Neuköllner Mitte/Zentrum,52.470760,13.432487,Private room,40.000000,2,2,3,0
20672056,147900315,Carmen,Neukölln,Neuköllner Mitte/Zentrum,52.473732,13.428665,Entire home/apt,40.000000,3,2,1,0
20672414,94240151,Ulrike,Friedrichshain-Kreuzberg,Tempelhofer Vorstadt,52.492634,13.394186,Private room,40.000000,2,26,1,148
20674303,86081181,Piotr,Friedrichshain-Kreuzberg,Frankfurter Allee Süd FK,52.498108,13.466839,Entire home/apt,40.000000,2,5,1,0
20700482,148171892,Alexandra,Pankow,Pankow Süd,52.556908,13.417610,Private room,40.000000,1,10,1,0
20700584,9665635,Janique,Pankow,Prenzlauer Berg Nord,52.551502,13.416313,Private room,40.000000,3,3,1,0
20724842,136790649,Irina,Pankow,Pankow Süd,52.554028,13.418006,Private room,40.000000,1,1,3,0
20756708,94843435,Maria,Friedrichshain-Kreuzberg,Frankfurter Allee Süd FK,52.511662,13.464276,Private room,40.000000,1,2,1,0
20799878,149122331,Jonathan,Friedrichshain-Kreuzberg,Frankfurter Allee Süd FK,52.510548,13.459136,Private room,40.000000,2,13,1,260
20807165,56737714,Felix,Neukölln,Reuterstraße,52.486214,13.432467,Entire home/apt,40.000000,5,0,1,0
20884898,3492149,Katrin,Mitte,Brunnenstr. Süd,52.533855,13.407075,Private room,40.000000,21,0,1,0
20891016,79232120,Ermin,Steglitz - Zehlendorf,Albrechtstr.,52.448494,13.341871,Entire home/apt,40.000000,2,1,1,0
20906182,132018082,Sebastian,Neukölln,Neuköllner Mitte/Zentrum,52.480930,13.432029,Entire home/apt,40.000000,7,1,1,0
20927616,148556325,Samuel,Friedrichshain-Kreuzberg,Tempelhofer Vorstadt,52.491699,13.413425,Private room,40.000000,14,0,2,0
20937844,11398824,Yasmine,Neukölln,Gropiusstadt,52.432858,13.454616,Entire home/apt,40.000000,14,0,1,0
21002100,24295500,Kate,Pankow,Prenzlauer Berg Nord,52.551731,13.417344,Private room,40.000000,2,4,1,134
21025004,39731913,Victor,Friedrichshain-Kreuzberg,Tempelhofer Vorstadt,52.493309,13.387746,Private room,40.000000,1,3,1,0
21034778,118617911,Katharina,Friedrichshain-Kreuzberg,Frankfurter Allee Nord,52.518639,13.464610,Entire home/apt,40.000000,2,0,1,0
21037592,143939464,Vanessa,Mitte,Osloer Straße,52.559048,13.380523,Entire home/apt,40.000000,1,0,1,0
21064545,30553164,Lena,Mitte,Alexanderplatz,52.524689,13.390101,Private room,40.000000,4,31,1,0
21089936,10553095,Martin,Spandau,Wilhelmstadt,52.528561,13.196128,Private room,40.000000,2,8,1,349
21094332,19732900,Quirin,Neukölln,Neuköllner Mitte/Zentrum,52.470566,13.430991,Private room,40.000000,1,1,1,0
21125648,135512748,Jan,Friedrichshain-Kreuzberg,südliche Luisenstadt,52.499004,13.439419,Private room,40.000000,2,9,1,0
21155246,108773025,Hajo,Steglitz - Zehlendorf,Teltower Damm,52.419888,13.263616,Private room,40.000000,4,0,3,67
21157812,35700774,Konstantin,Mitte,Alexanderplatz,52.528824,13.402375,Private room,40.000000,19,2,19,362
21220948,51902100,Sara,Tempelhof - Schöneberg,Friedenau,52.464634,13.345604,Shared room,40.000000,1,0,2,0
21226695,20246159,Katarzyna,Mitte,Brunnenstr. Süd,52.537174,13.397904,Private room,40.000000,2,2,1,0
21235420,35266686,Alex,Friedrichshain-Kreuzberg,südliche Luisenstadt,52.496494,13.441858,Private room,40.000000,1,25,1,40
21289850,38906150,Esteban,Lichtenberg,Neu Lichtenberg,52.508053,13.512383,Entire home/apt,40.000000,1,4,1,0
21319595,154280093,Issai,Friedrichshain-Kreuzberg,nördliche Luisenstadt,52.501610,13.422065,Private room,40.000000,1,6,1,5
21323589,97468757,Stephanie,Lichtenberg,Alt-Lichtenberg,52.514954,13.500101,Private room,40.000000,1,17,1,170
21362922,3707004,Michelle,Mitte,Brunnenstr. Süd,52.537060,13.393168,Entire home/apt,40.000000,3,1,1,0
21367640,91510840,Jeannine,Neukölln,Rixdorf,52.480095,13.438862,Private room,40.000000,2,9,2,33
21402515,49971189,Younes,Treptow - Köpenick,Altstadt-Kietz,52.442574,13.577941,Entire home/apt,40.000000,2,0,1,0
21417664,5143907,Paola,Friedrichshain-Kreuzberg,Südliche Friedrichstadt,52.505081,13.395574,Private room,40.000000,3,15,2,347
21451996,78831560,Andrew,Mitte,Moabit Ost,52.525291,13.350511,Private room,40.000000,2,65,1,47
21459290,13391261,Marten,Pankow,Prenzlauer Berg Süd,52.530815,13.426046,Private room,40.000000,1,1,1,0
21487421,53671901,Linda,Mitte,Parkviertel,52.555840,13.336445,Entire home/apt,40.000000,4,2,1,3
21496220,4979730,Coco,Mitte,Moabit West,52.530785,13.325996,Private room,40.000000,1,8,1,0
21509093,156191021,Massimo,Tempelhof - Schöneberg,Schöneberg-Nord,52.498577,13.362360,Entire home/apt,40.000000,45,8,1,173
21526348,135868382,Jörg,Mitte,Brunnenstr. Nord,52.544704,13.376127,Entire home/apt,40.000000,1,63,2,2
21534535,156524222,Martina,Neukölln,Schillerpromenade,52.482868,13.422537,Private room,40.000000,2,15,2,279
21539484,149524051,Jesse,Pankow,Prenzlauer Berg Süd,52.529060,13.426422,Entire home/apt,40.000000,5,0,1,0
21601731,6876874,Natalia,Friedrichshain-Kreuzberg,nördliche Luisenstadt,52.503059,13.427150,Private room,40.000000,4,9,1,10
21626107,66925576,Adam,Mitte,Moabit West,52.522545,13.335333,Private room,40.000000,2,12,2,179
21747227,158422567,Benjamin,Friedrichshain-Kreuzberg,Frankfurter Allee Süd FK,52.512680,13.466586,Entire home/apt,40.000000,4,1,1,52
21762617,151047527,Camille,Neukölln,Neuköllner Mitte/Zentrum,52.482079,13.431534,Private room,40.000000,1,1,1,0
21777299,157886841,Ana,Mitte,Wedding Zentrum,52.549160,13.359244,Private room,40.000000,1,0,1,0
21798811,72326406,Mandy,Charlottenburg-Wilm.,Barstraße,52.480282,13.320095,Private room,40.000000,2,33,1,19
21821271,49915226,Tomas,Lichtenberg,Alt-Lichtenberg,52.521046,13.478135,Entire home/apt,40.000000,1,1,1,0
21845448,2179169,Daniel,Neukölln,Reuterstraße,52.487026,13.434672,Entire home/apt,40.000000,5,1,1,0
21846652,108088872,Gabriele,Charlottenburg-Wilm.,Grunewald,52.494648,13.284428,Entire home/apt,40.000000,4,0,1,0
21848731,1183139,Matteo,Friedrichshain-Kreuzberg,Tempelhofer Vorstadt,52.489792,13.418805,Private room,40.000000,3,0,2,0
21871310,43343950,Fine,Neukölln,Schillerpromenade,52.479652,13.422005,Entire home/apt,40.000000,3,1,1,0
21919037,20854701,Nathalie,Mitte,Brunnenstr. Süd,52.537212,13.398595,Private room,40.000000,3,5,1,46
21923771,155748943,Julia,Pankow,Prenzlauer Berg Nord,52.543560,13.437956,Private room,40.000000,5,2,1,10
21943276,23099078,Eva,Tempelhof - Schöneberg,Tempelhof,52.465443,13.389045,Entire home/apt,40.000000,8,1,1,0
21956322,44675430,Christian,Friedrichshain-Kreuzberg,Frankfurter Allee Nord,52.517429,13.465919,Entire home/apt,40.000000,2,7,1,0
22010844,29624174,Anastasia,Charlottenburg-Wilm.,Mierendorffplatz,52.529377,13.304293,Entire home/apt,40.000000,1,3,1,286
22021456,86870072,Flo,Neukölln,Rixdorf,52.485729,13.447325,Private room,40.000000,2,4,1,0
22042168,76562702,Frans,Neukölln,Rixdorf,52.473911,13.453888,Entire home/apt,40.000000,1,0,2,0
22054313,17245930,Stephanie,Lichtenberg,Neu Lichtenberg,52.505539,13.479383,Entire home/apt,40.000000,3,1,1,0
22170594,161727080,John,Friedrichshain-Kreuzberg,Frankfurter Allee Nord,52.515553,13.454575,Private room,40.000000,3,20,2,9
22183780,162057242,Dudu,Friedrichshain-Kreuzberg,Südliche Friedrichstadt,52.498024,13.418657,Entire home/apt,40.000000,1,0,1,0
22185011,26037364,Louie,Neukölln,Reuterstraße,52.489410,13.427232,Private room,40.000000,1,2,1,129
22198618,162208870,Sasi,Pankow,Prenzlauer Berg Ost,52.528427,13.450700,Private room,40.000000,3,4,1,84
22230047,100140151,Michl,Friedrichshain-Kreuzberg,Karl-Marx-Allee-Süd,52.509968,13.450300,Private room,40.000000,3,40,1,85
22254612,1999307,Igor,Pankow,Prenzlauer Berg Nordwest,52.551289,13.403286,Entire home/apt,40.000000,1,8,2,0
22277686,126611689,Rosa Sofia,Pankow,Helmholtzplatz,52.541859,13.420351,Private room,40.000000,3,0,1,310
22278612,4615927,Annelie,Pankow,Prenzlauer Berg Südwest,52.537411,13.418451,Private room,40.000000,3,12,1,0
22300303,21805252,Dodik,Charlottenburg-Wilm.,Westend,52.520081,13.275378,Private room,40.000000,1,0,1,0
22318827,73158,Mina,Reinickendorf,Ost 2,52.563187,13.350589,Entire home/apt,40.000000,2,34,12,333
22322288,156576937,Diana,Charlottenburg-Wilm.,Schloß Charlottenburg,52.522076,13.287437,Entire home/apt,40.000000,4,12,3,19
22340527,44869513,Robabeh,Steglitz - Zehlendorf,Albrechtstr.,52.458729,13.337528,Private room,40.000000,1,28,1,1
22345880,161934456,Else Sofia,Steglitz - Zehlendorf,Schloßstr.,52.465221,13.315224,Private room,40.000000,4,13,1,138
22358832,10792311,Iri,Neukölln,Rixdorf,52.477730,13.440758,Entire home/apt,40.000000,1,0,1,0
22381830,30110349,Ksenia,Charlottenburg-Wilm.,Westend,52.517387,13.279119,Private room,40.000000,3,1,1,0
22393978,163782925,Juan,Steglitz - Zehlendorf,Zehlendorf  Südwest,52.415489,13.144763,Private room,40.000000,2,15,1,262
22414646,33985864,Sara,Friedrichshain-Kreuzberg,Tempelhofer Vorstadt,52.494194,13.416759,Private room,40.000000,2,0,2,0
22424287,89288461,T Lap,Mitte,Alexanderplatz,52.522053,13.386032,Private room,40.000000,2,0,3,0
22505778,15409868,Jula Und Daniel,Reinickendorf,West 5,52.580620,13.278830,Private room,40.000000,1,27,3,88
22526452,18073878,Janine,Friedrichshain-Kreuzberg,nördliche Luisenstadt,52.505020,13.426325,Entire home/apt,40.000000,6,3,1,0
22559626,43016864,Hella,Treptow - Köpenick,Oberschöneweide,52.469204,13.508941,Entire home/apt,40.000000,7,1,1,0
22565714,46074730,Jessica,Friedrichshain-Kreuzberg,Frankfurter Allee Süd FK,52.513134,13.467827,Entire home/apt,40.000000,14,1,1,279
22575613,15409868,Jula Und Daniel,Reinickendorf,West 5,52.579174,13.278962,Private room,40.000000,1,18,3,87
22726341,24159930,Victoria- Catharina,Friedrichshain-Kreuzberg,südliche Luisenstadt,52.491974,13.437273,Entire home/apt,40.000000,2,5,1,0
22802121,73158,Mina,Reinickendorf,Ost 2,52.562271,13.349064,Entire home/apt,40.000000,2,25,12,342
22853559,124084596,Peter,Reinickendorf,Ost 1,52.572819,13.362799,Entire home/apt,40.000000,90,0,1,263
22948980,5856992,Anja,Pankow,Prenzlauer Berg Südwest,52.535328,13.421392,Private room,40.000000,2,20,3,227
23006368,6580253,Sereina,Friedrichshain-Kreuzberg,Karl-Marx-Allee-Nord,52.517239,13.447840,Private room,40.000000,3,36,2,19
23011352,152607560,Larissa,Pankow,Prenzlauer Berg Nord,52.549923,13.421371,Private room,40.000000,3,1,1,0
23033607,36769148,Anne,Charlottenburg-Wilm.,Barstraße,52.486500,13.316117,Private room,40.000000,1,1,1,310
23048434,87490495,Marc,Charlottenburg-Wilm.,Neue Kantstraße,52.509930,13.293399,Entire home/apt,40.000000,1,9,1,25
23053069,118200434,Kristina,Neukölln,Schillerpromenade,52.465904,13.432145,Private room,40.000000,3,21,1,360
23073555,103689297,Benjamin,Neukölln,Reuterstraße,52.489475,13.425987,Entire home/apt,40.000000,10,1,1,0
23087596,171451846,Enila,Mitte,Wedding Zentrum,52.551201,13.376871,Entire home/apt,40.000000,7,12,1,0
23099106,3585384,Marietta,Treptow - Köpenick,Niederschöneweide,52.455841,13.512603,Entire home/apt,40.000000,7,1,1,0
23102162,126241180,Maurizio,Charlottenburg-Wilm.,Otto-Suhr-Allee,52.521275,13.324846,Private room,40.000000,4,0,1,0
23134112,25008564,Alexandra,Pankow,Helmholtzplatz,52.547440,13.417193,Entire home/apt,40.000000,1,4,4,66
23144420,42490374,Joel & Peggy,Lichtenberg,Alt-Lichtenberg,52.515480,13.485369,Entire home/apt,40.000000,2,3,1,0
23194261,46063154,Bernd,Friedrichshain-Kreuzberg,Südliche Friedrichstadt,52.498310,13.418352,Private room,40.000000,1,7,1,0
23225013,172776577,Tom,Mitte,Osloer Straße,52.552319,13.389767,Entire home/apt,40.000000,5,3,1,0
23297615,51787478,Duncan,Tempelhof - Schöneberg,Friedenau,52.476292,13.346046,Entire home/apt,40.000000,2,14,1,35
23354560,141882829,Johanna,Mitte,Parkviertel,52.548553,13.345559,Entire home/apt,40.000000,2,14,1,0
23367569,25931144,Angeline & Emilien,Friedrichshain-Kreuzberg,Frankfurter Allee Nord,52.524361,13.452373,Private room,40.000000,1,10,1,0
23387144,12805241,Jonas,Mitte,Brunnenstr. Süd,52.535931,13.381123,Private room,40.000000,2,5,1,0
23391218,174388800,Stefan,Lichtenberg,Neu-Hohenschönhausen Nord,52.568096,13.514058,Private room,40.000000,2,4,1,0
23393184,172691117,Olek,Mitte,Alexanderplatz,52.526962,13.394759,Private room,40.000000,5,0,1,0
23410389,171262403,Jonas,Mitte,Moabit Ost,52.519642,13.341059,Private room,40.000000,90,44,2,5
23422966,55328769,Claire,Neukölln,Neuköllner Mitte/Zentrum,52.470413,13.432460,Private room,40.000000,4,21,1,0
23433868,174787262,Ivan,Friedrichshain-Kreuzberg,Südliche Friedrichstadt,52.502430,13.413168,Entire home/apt,40.000000,7,1,1,0
23452035,5326812,Felix,Tempelhof - Schöneberg,Tempelhof,52.484406,13.372883,Entire home/apt,40.000000,3,22,2,16
23600491,176480056,Jessica,Friedrichshain-Kreuzberg,südliche Luisenstadt,52.495457,13.432988,Entire home/apt,40.000000,3,17,1,1
23738636,69422661,Branislav,Neukölln,Reuterstraße,52.482342,13.438608,Private room,40.000000,2,0,1,0
23763971,43191658,Ninell,Friedrichshain-Kreuzberg,Tempelhofer Vorstadt,52.491463,13.396768,Private room,40.000000,3,10,2,0
23781740,178428372,Sanjin,Tempelhof - Schöneberg,Tempelhof,52.466087,13.380438,Private room,40.000000,7,1,1,0
23784852,86522024,Jörg,Friedrichshain-Kreuzberg,Frankfurter Allee Süd FK,52.507858,13.461220,Private room,40.000000,3,17,1,147
23786962,820633,Barbara,Charlottenburg-Wilm.,Otto-Suhr-Allee,52.505257,13.326956,Entire home/apt,40.000000,30,2,1,156
23820037,41864561,María José,Pankow,Prenzlauer Berg Südwest,52.537487,13.416470,Private room,40.000000,2,3,1,0
23823848,133340583,Roni,Tempelhof - Schöneberg,Tempelhof,52.466385,13.381945,Private room,40.000000,7,0,1,0
23838011,178168153,Anna,Friedrichshain-Kreuzberg,Frankfurter Allee Nord,52.516190,13.465399,Private room,40.000000,2,9,1,157
23938462,26357613,Anne,Pankow,Helmholtzplatz,52.544968,13.415592,Entire home/apt,40.000000,3,23,1,33
23990382,24767544,Tina,Pankow,Prenzlauer Berg Süd,52.534309,13.432635,Entire home/apt,40.000000,3,4,1,34
24017691,41249613,Timo,Mitte,Wedding Zentrum,52.540039,13.351387,Entire home/apt,40.000000,1,0,1,0
24025418,5750819,Mustapha,Neukölln,Britz,52.443264,13.418299,Entire home/apt,40.000000,2,49,1,81
24047231,8620491,Juli,Friedrichshain-Kreuzberg,nördliche Luisenstadt,52.500378,13.435564,Entire home/apt,40.000000,14,0,1,0
24074622,181267049,Hans-Jakob,Pankow,Prenzlauer Berg Nord,52.551598,13.416962,Entire home/apt,40.000000,2,1,1,0
24090997,48839590,Maja & Kai,Tempelhof - Schöneberg,Friedenau,52.465832,13.329413,Private room,40.000000,1,12,1,20
24099061,53955833,Edna,Tempelhof - Schöneberg,Friedenau,52.466690,13.330359,Entire home/apt,40.000000,1,3,1,0
24125213,6380854,Janett,Pankow,Prenzlauer Berg Südwest,52.537754,13.418698,Private room,40.000000,2,1,1,15
24197484,88512580,Akim,Pankow,Prenzlauer Berg Süd,52.542583,13.430941,Entire home/apt,40.000000,4,20,4,31
24216589,182569288,Ariane,Pankow,Prenzlauer Berg Süd,52.527420,13.417814,Private room,40.000000,2,2,1,0
24218769,5675079,Rachel,Mitte,Osloer Straße,52.552406,13.382250,Private room,40.000000,1,0,1,0
24315732,22052996,Natasha,Mitte,Osloer Straße,52.556667,13.391854,Entire home/apt,40.000000,2,0,2,0
24316194,67881078,Dirk,Mitte,Moabit West,52.525421,13.342459,Entire home/apt,40.000000,4,1,2,0
24495918,8748360,Annika,Friedrichshain-Kreuzberg,Frankfurter Allee Nord,52.522648,13.450623,Entire home/apt,40.000000,2,1,1,0
24521110,185231313,Trang,Lichtenberg,Fennpfuhl,52.531364,13.471332,Entire home/apt,40.000000,6,0,1,220
24533210,97590539,Maria,Neukölln,Schillerpromenade,52.478718,13.420417,Private room,40.000000,1,11,2,252
24641036,147616944,Luisa,Steglitz - Zehlendorf,Teltower Damm,52.411491,13.253701,Private room,40.000000,4,0,2,22
24684132,161175249,Konstantin,Neukölln,Schillerpromenade,52.465633,13.427350,Private room,40.000000,25,1,19,364
24686205,6483473,Gabrielle,Tempelhof - Schöneberg,Schöneberg-Süd,52.483879,13.365631,Private room,40.000000,3,7,1,9
24741839,10588246,Jacob,Friedrichshain-Kreuzberg,Frankfurter Allee Nord,52.519844,13.465039,Private room,40.000000,3,1,4,0
24763515,138204831,Beit,Tempelhof - Schöneberg,Schöneberg-Süd,52.487961,13.366355,Private room,40.000000,1,8,6,316
24774829,187315940,Florian,Friedrichshain-Kreuzberg,Frankfurter Allee Nord,52.522022,13.453085,Entire home/apt,40.000000,14,0,1,17
24954567,188662566,Elisa,Neukölln,Rixdorf,52.474316,13.453518,Private room,40.000000,2,7,1,0
25001264,29145139,Mireia,Charlottenburg-Wilm.,Volkspark Wilmersdorf,52.488335,13.324150,Private room,40.000000,2,7,1,31
25019683,134105852,Niklas,Neukölln,Neuköllner Mitte/Zentrum,52.484314,13.425841,Private room,40.000000,2,3,1,0
25038275,55492341,Natalie,Friedrichshain-Kreuzberg,Tempelhofer Vorstadt,52.491005,13.418376,Private room,40.000000,3,4,1,0
25050494,16779224,Florian,Friedrichshain-Kreuzberg,Karl-Marx-Allee-Nord,52.522480,13.435234,Private room,40.000000,3,1,1,0
25063236,3480337,Jonathan,Neukölln,Reuterstraße,52.484745,13.430366,Private room,40.000000,9,3,1,0
25090258,43954549,Sabine,Friedrichshain-Kreuzberg,Tempelhofer Vorstadt,52.495655,13.395112,Entire home/apt,40.000000,65,0,2,98
25157011,5016848,Candy,Mitte,Brunnenstr. Nord,52.546001,13.391600,Private room,40.000000,2,1,1,0
25195295,41153328,Carla,Neukölln,Rixdorf,52.482605,13.445679,Private room,40.000000,4,1,1,0
25282958,44826697,Ylva,Lichtenberg,Alt-Lichtenberg,52.513939,13.487621,Entire home/apt,40.000000,7,3,2,0
25299714,5637803,Nicola,Pankow,Prenzlauer Berg Südwest,52.536621,13.422169,Private room,40.000000,2,3,2,31
25308335,191160051,Anna,Lichtenberg,Friedrichsfelde Süd,52.502827,13.510874,Private room,40.000000,1,1,1,310
25320688,28853270,Christiane,Friedrichshain-Kreuzberg,Tempelhofer Vorstadt,52.491966,13.419089,Private room,40.000000,2,5,1,49
25412938,48490094,Enrico,Lichtenberg,Neu Lichtenberg,52.505165,13.479845,Shared room,40.000000,2,3,1,0
25421793,161472859,Laura,Friedrichshain-Kreuzberg,Karl-Marx-Allee-Süd,52.504566,13.447620,Private room,40.000000,3,5,1,4
25464251,192210205,Katrin,Steglitz - Zehlendorf,Albrechtstr.,52.447414,13.357106,Private room,40.000000,1,5,1,89
25478402,192294830,Hannah,Neukölln,Neuköllner Mitte/Zentrum,52.469017,13.439339,Private room,40.000000,7,0,1,0
25481022,192314217,Sarah,Friedrichshain-Kreuzberg,Tempelhofer Vorstadt,52.491425,13.416677,Private room,40.000000,2,13,1,0
25675964,138862667,Agnes,Charlottenburg-Wilm.,Barstraße,52.484768,13.313426,Private room,40.000000,2,8,1,0
25772501,20839371,Artur,Mitte,Brunnenstr. Nord,52.545177,13.377420,Entire home/apt,40.000000,2,10,1,0
25809373,22433407,Thomas,Friedrichshain-Kreuzberg,Karl-Marx-Allee-Nord,52.524380,13.447641,Private room,40.000000,3,1,2,0
25888106,194513911,Mik,Reinickendorf,Ost 1,52.573799,13.365556,Private room,40.000000,1,23,1,365
25912489,46769114,Maria,Neukölln,Neuköllner Mitte/Zentrum,52.469810,13.438827,Private room,40.000000,3,3,1,11
25913588,180542608,Fotios,Neukölln,Rixdorf,52.474106,13.455324,Private room,40.000000,3,8,1,6
26052438,92383917,Maxime,Mitte,Wedding Zentrum,52.552094,13.379174,Private room,40.000000,1,6,1,78
26063095,92862877,Felicia,Charlottenburg-Wilm.,Kantstraße,52.506065,13.310224,Private room,40.000000,2,2,1,140
26081854,13921795,Alex,Mitte,Brunnenstr. Nord,52.542210,13.388985,Entire home/apt,40.000000,1,13,2,8
26101941,11873197,Ilke,Charlottenburg-Wilm.,Volkspark Wilmersdorf,52.486225,13.336458,Private room,40.000000,5,7,1,310
26106550,196231729,David,Neukölln,Neuköllner Mitte/Zentrum,52.483967,13.427207,Private room,40.000000,3,1,1,128
26121380,63626957,Pía,Treptow - Köpenick,Johannisthal,52.435337,13.500286,Private room,40.000000,3,8,3,89
26161321,84650003,Thu,Tempelhof - Schöneberg,Schöneberg-Süd,52.480423,13.344740,Private room,40.000000,2,5,3,172
26165350,1602922,Stefan,Charlottenburg-Wilm.,Neue Kantstraße,52.501156,13.300475,Entire home/apt,40.000000,60,0,2,280
26180749,68700314,Denise & Jürgen,Friedrichshain-Kreuzberg,Karl-Marx-Allee-Süd,52.515194,13.437143,Private room,40.000000,2,15,1,29
26183168,38545569,Sonja,Charlottenburg-Wilm.,Schloß Charlottenburg,52.511036,13.289938,Private room,40.000000,1,10,2,310
26242145,196874018,Hayat,Treptow - Köpenick,Baumschulenweg,52.469284,13.477678,Entire home/apt,40.000000,2,7,1,0
26252516,43352194,Davide,Friedrichshain-Kreuzberg,Tempelhofer Vorstadt,52.492020,13.392479,Private room,40.000000,3,6,1,34
26275018,84650003,Thu,Tempelhof - Schöneberg,Schöneberg-Süd,52.479992,13.343114,Private room,40.000000,5,5,3,356
